QUEST_20150317_000001	Veuillez sélectionner l'utilisateur nécessitant une mise à jour de quête.	퀘스트 수정이 필요한 유저를 선택해주세요.				GM	
QUEST_20171128_006718	Augmentez l'influence et vous recevrez les traces d'ombre dont vous avez besoin. Cette{nl}influence diminue quand vous capturez une ombre d'une influence différente.	꾸준하게 영향력을 올리다 보면 그림자의 흔적을 얻을 수 있습니다.{nl}단, 다른 영향을 받는 그림자를 잡으면 영향력이 감소하니 주의하세요.				섀도우맨서 마스터	
QUEST_20171128_006719	L'appareil Ziburynas est au Terrain de Kyrba.	지부리나스 숲에 설치한 장치는 키르바 공터에 있습니다.{nl}				섀도우맨서 마스터	
QUEST_20171128_006720	Les ombres de la Forêt de Ziburynas sont plutôt ternes, malgré ce à quoi elles peuvent{nl}ressembler. Vous pouvez facilement les effrayer pour qu'elles lâchent les traces dont vous avez{nl}besoin.{nl}	지부리나스 숲의 그림자는 다른 지역의 그림자보다 둔한 느낌이 있습니다.{nl}그 그림자들에 다가가 놀래주며 다니다 보면 그림자의 흔적을 얻을 수 있을 겁니다.{nl}				섀도우맨서 마스터	
QUEST_20171128_006721	Oh, mais il y en a qui aiment effrayer les gens, et ceux-là essaieront de vous effrayer à leur tour.{nl}Veillez à ne pas tomber dans leurs farces quand vous êtes dans la région.{nl}	그 외에도 어떤 그림자들은 장난을 좋아해서 당신을 놀래주려고 숨어있기도 합니다.{nl}그러니 그림자들을 놀래주며 다니더라도 숨어있는 그림자들의 장난에 걸리지 않도록 주의하면서 움직이세요.{nl}				섀도우맨서 마스터	
QUEST_20171128_006722	Je comprends que cela paraisse peu orthodoxe, mais ce ne sont que des moyens de vous{nl}familiariser davantage avec les ombres. Très bien, vous êtes prêt à aller chercher les traces{nl}maintenant.	진지한 방법이 아닌 것 같아도 이 또한 그림자에 익숙해지는 방법입니다.{nl}어서 가서 그림자의 흔적을 찾아내고 장치를 회수해오세요.				섀도우맨서 마스터	
QUEST_20171128_006723	L'appareil des Ruines du temple de Namu est dans la zone Corridor de Ratas.	나뮤 사원터에 설치한 장치는 라타스 회랑 터에 있습니다.{nl}				섀도우맨서 마스터	
QUEST_20171128_006724	Les ombres que vous rencontrerez aux Ruines du temple de Namu sont pour la plupart dociles.{nl}Certaines ombres sentiront votre présence et disparaîtront quand vous les approcherez.{nl}	나뮤 사원터에 있는 그림자들은 대다수가 온순한 편입니다.{nl}주변에 나타난 그림자들에 다가가 그림자를 밟으면 인기척을 느낀 그림자가 그 자리에서 사라질 겁니다.{nl}				섀도우맨서 마스터	
QUEST_20171128_006725	Vous devez vous approcher d'eux assez souvent pour recevoir leurs traces. Cependant, comme{nl}je l'ai mentionné, il y en a quelques-uns de déviants.{nl}	그렇게 계속해서 그림자들을 밟아 사라지게 하면 그림자의 흔적을 얻을 수 있습니다.{nl}하지만 대다수라고 말했듯이 예외로 사나운 성질의 그림자도 존재합니다.{nl}				섀도우맨서 마스터	
QUEST_20171128_006726	Certaines ombres croiront que vous dérangez les autres et essaieront de vous capturer. Elles ne{nl}peuvent pas faire beaucoup de mal, mais elles peuvent gêner votre recherche des traces d'ombre{nl}si elles vous attrapent.	그 그림자들은 주변의 다른 그림자들을 괴롭힌다고 생각하고 당신을 잡으려고 할 겁니다.{nl}당신에게 큰 해를 끼치진 않겠지만, 만약 붙잡힌다면 흔적을 찾는 데 애를 먹을 수 있으니 주의하세요.				섀도우맨서 마스터	
QUEST_20171128_006727	Il y a un appareil inconnu.	정체 모를 장치가 있다.				None	
QUEST_20171128_006728	Le Maître Chronomancien pense que le Maître Ombremancien saura à propos de l'étrange{nl}phénomène. Allons au Lac Rasvoy et trouvons-la.	크로노맨서 마스터는 이 현상을 섀도우맨서 마스터가 잘 알 거라고 했다.{nl}래스보이 호숫가로 이동해 섀도우맨서 마스터를 찾아보자.				None	
QUEST_20171128_006729	Vieille Machine	오래된 기계 장치					
QUEST_20171128_006730	Une vieille machine a été trouvée. Elle semble encore fonctionner. Essayer de l'allumer ?	오래된 기계 장치를 발견했다.{nl}장치를 조작하면 작동할 것 같은데 조작해 볼까?				오래된 기계 장치	
QUEST_20171128_006731	Sphère Brumeuse	탁한 구슬					
QUEST_20171128_006732	La brume dans la sphère ressemble de plus en plus à une énergie maléfique. Y aurait-il un{nl}moyen de l'enlever ?	구슬에 깃든 탁한 기운이 서서히 사악해지는 것 같다.{nl} 탁한 기운을 걷어낼 방법이 있지 않을까?				탁한 구슬	
QUEST_20171128_006733	Dispositif de Purification	정화 장치					
QUEST_20171128_006734	Appareil inconnu trouvé.	의문의 장치가 마련되어 있다.				정화 장치	
QUEST_20171128_006735	L'énergie provenant de l'appareil réagit avec la sphère brumeuse. Placer la sphère dans l'appareil{nl}?	장치에서 흘러나오는 기운이 탁한 구슬과 서로 반응한다.{nl}탁한 구슬을 장치에 넣어 볼까?				정화 장치	
QUEST_20171128_006736	Il y a une ouverture au centre de l'appareil.	장치 가운데에 뭔가를 집어 넣을 수 있는 작은 구멍이 있다.				정화 장치	
QUEST_20171128_006737	Coffre au Trésor à Mécanisme de la Tour Astrale	별의 탑 기믹 보물 상자					
QUEST_20171128_006738	Le coffre au trésor est verrouillé par un pouvoir divin.	신성한 힘으로 보물 상자가 굳게 잠겨있다.				별의 탑 기믹 보물 상자	
QUEST_20171128_006739	Le coffre au trésor n'est plus verrouillé par un pouvoir divin. On dirait que quelqu'un l'a déjà{nl}ouvert.	신성한 힘으로 잠겨있던 보물상자가 열려 있다.{nl}누군가 먼저 보물상자를 연 것 같다.				별의 탑 기믹 보물 상자	
QUEST_20171128_006740	Fragment d'Étoile	별 조각					
QUEST_20171128_006741	Les fragments d'étoile sont magnifiques. Y aurait-il un endroit pour les recueillir ?	주위를 맴도는 별 조각이 아름답다.{nl}이 조각을 모아둘 곳이 있지 않을까?				별 조각	
QUEST_20171128_006742	Pot Mystérieux	묘한 항아리					
QUEST_20171128_006743	Il y a un pot étrange, d'aspect ancien.	낡아 보이는 묘한 항아리가 보인다.				묘한 항아리	
QUEST_20171128_006744	Peut-il contenir les fragments d'étoile ?	항아리에 별 조각을 담을 수 있을까?				묘한 항아리	
QUEST_20171128_006745	Cela ressemble à un pot ordinaire. L'intérieur est d'un noir d'encre.	평범한 항아리인 것 같다.{nl}항아리 안은 칠흑같이 어둡다.				묘한 항아리	
QUEST_20171128_006746	Le pot semble pouvoir contenir les fragments d'étoile. Inspecter le pot ?	주위를 맴도는 별 조각을 항아리에 넣을 수 있을 것 같다.{nl}항아리를 자세히 살펴볼까?				묘한 항아리	
QUEST_20171128_006747	Le pot ne réagit pas. Il semble ne réagir qu'aux fragments d'étoile.	항아리가 아무런 반응을 보이지 않는다.{nl}별 조각이 있을 때에만 반응하는 것 같다.				묘한 항아리	
QUEST_20171128_006748	Fragment d'Étoile	별조각					
QUEST_20171128_006749	Les fragments d'étoile ont disparu.	주위를 맴돌던 별 조각이 사라졌다				별조각	
QUEST_20171128_006750	Vieil Autel	오래된 제단					
QUEST_20171128_006751	Quelque chose semble avoir été placé sur l'autel auparavant. Essayer de placer l'Essence de lueur{nl}d'étoile sur l'autel ?	제단에 뭔가를 올려놓은 흔적이 보인다.{nl}별빛을 담은 정수를 올려볼까?				오래된 제단	
QUEST_20171128_006752	Donjon du château (niv. recommandé : 300) Seuls vous et les membres de votre groupe pouvez{nl}entrer ensemble. Voulez-vous entrer ?	캐슬 던전(권장레벨:300)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?	QUEST_20161005_004879	Donjon du château (niv. recommandé : 290) Seuls vous et les membres de votre groupe pouvez{nl}entrer ensemble. Voulez-vous entrer ?	캐슬 던전(권장레벨:290)으로, 당신과 파티를 맺은 플레이어만이 함께 입장할 수 있습니다.{nl}입장하시겠습니까?	캐슬 던전	
QUEST_20171128_006753	Je vais voir ce que je peux faire.	급한대로 치료를 해보겠습니다.					
QUEST_20171128_006754	Aahh... Je suis attaqué.	으윽.. 공격받고 있습니다.					
QUEST_20171128_006755	Roi démon Kartas utilise le pouvoir du Kruvina pour contaminer la terre et changer la nature{nl}même de cet endroit.{nl}	다시 만났군요.{nl}마왕 카르타스는 크루비나의 힘을 이용해 땅을 오염시키고 이 곳을 바꾸고 있습니다.{nl}				여신 유라테	
QUEST_20171128_006756	Cette terre a été créée après Medzio Diena. Leur but est de la transformer en territoire{nl}démoniaque et d'y créer une colonie. Vous devez les arrêter.{nl}	그들의 목적은 신수의 날 이후 생성된 이 땅을 마족의 땅으로 바꾸어 전초기지를 세우는 것.{nl}당신이 그들을 막아주세요.{nl}				여신 유라테	
QUEST_20171128_006757	Ils lancent aussi des attaques sur la Côte de Sorfus. J'ai les Loremasters pour m'assister là-bas,{nl}mais les choses s'annoncent sombres.	저는 이 곳 말고도 소르퍼스 해안에서도 그들의 공격을 받고 있습니다.{nl}그 곳 또한 전승자들이 힘내주고 있지만, 아직 상황이 어렵습니다.				여신 유라테	
QUEST_20171128_006758	Sur ce continent, vous êtes le Révélateur le plus puissant en qui je puisse avoir confiance. Je vous{nl}en prie, détruisez le Kruvina massif sur la Côte d'Epherotao.	이 대륙에서 제가 믿을 수 있는 가장 강력한 계시자는 당신입니다.{nl}에페로타오 해안에 새워진 거대한 크루비나를 파괴해 주세요.				여신 유라테	
QUEST_20171128_006759	La zone a été occupée par les Nimrah et les Varle sur ordre de Kartas. Ce ne sera pas une tâche{nl}facile.{nl}{nl}C'est pourquoi je ne fais confiance qu'à vous pour reprendre cette côte aux démons.	마왕 카르타스의 명을 받은 니므라족과 바를족이 점령하여 쉽지 않을 것 입니다.{nl}{nl}그래서 더욱 당신만이 이 해안을 마족으로부터 되찾을 수 있습니다.				여신 유라테	
QUEST_20171128_006760	Le Kruvina massif est protégé par d'autres appareils démoniaques et par le pouvoir du demon{nl}lord. Érudit Ugnius porte l'une de mes reliques, mais son pouvoir seul ne suffira pas.{nl}	거대한 크루비나는 다른 마족의 장치와 마왕의 힘에 의해 보호되고 있습니다.{nl}전승자 우그뉴스가 제 성물을 하나 가지고 있지만 다른 성물의 힘이 더 필요합니다.{nl}				여신 유라테	
QUEST_20171128_006761	Il y a une autre de mes reliques qui a été scellée par les démons à la Côte d'Iotheo. Si nous{nl}pouvons combiner le pouvoir des deux reliques, nous pouvons égaler la puissance du Kruvina.	아이테오 해안에 마족이 봉인해둔 제 두 번째 성물을 찾으세요.{nl}두 성물의 힘을 합치면 마족의 장치들을 파괴하고 거대한 크루비나에 도달 할 수 있을 겁니다.				여신 유라테	
QUEST_20171128_006762	Le destin de la côte est entre vos mains.	해안을 부탁합니다.				여신 유라테	
QUEST_20171128_006763	Le Kruvina massif dégage une énergie repoussante. Il est protégé par un pouvoir maléfique.	불쾌한 마력이 느껴지는 거대한 크루비나다{nl}사악한 힘으로 보호되고 있다				PC	
QUEST_20171128_006764	Maître Zélote	질럿 마스터					
QUEST_20171128_006765	Une forte dévotion ne découle pas d'une simple croyance. Ce n'est que par l'action que la vraie{nl}dévotion se prouve.	강인한 신암심은 단순한 믿음으로 증명되는 것이 아닙니다.{nl}신앙심은 행동으로 나타날때 비로소 증명됩니다.				질럿 마스터	
QUEST_20171128_006766	La foi, sans l'action commandée par les déesses dans les écritures, est destinée à périr.	경전에서 여신께서 말씀하셨듯이 그러므로 행함이 없는 믿음은 죽은 것이기 때문입니다.				질럿 마스터	
QUEST_20171128_006767	Dites-moi, ceux qui ne trouvent la foi que dans les mots?�sont les vrais croyants ? Quand la{nl}divinité est introuvable, il est de notre devoir de croyants de la chercher.	말로만 신을 찾는 자들이 참된 신도라고 할 수 있을까요?{nl}신이 사라졌다면 신을 찾아나서는 것이 신도의 도리입니다.				질럿 마스터	
QUEST_20171128_006768	Il est de notre devoir d'attester notre foi dans la quête du divin.	우리는 신을 다시 찾음으로써 우리의 신앙을 증명해야합니다.				질럿 마스터	
QUEST_20171128_006769	Vous avez vu les pierres tombales à la Côte de Vera. Oui, Côte de Vera fait partie du royaume de{nl}la Déesse Jurate.	베라 연안에 있던 비석을 보고 찾아오셨군요.{nl}베라 연안은 우리가 갈 수 있는 유라테 여신의 영역이지요.				질럿 마스터	
QUEST_20171128_006770	Les doctrines de notre ordre vous intéressent-elles ?	우리 교단의 교리에 흥미가 있으십니까?				질럿 마스터	
QUEST_20171128_006771	Nous, les Zélotes, nous sommes consacrés à la recherche des déesses disparues après Medzio{nl}Diena. Notre but en tant que clercs est d'accomplir la volonté des déesses par tous les moyens{nl}nécessaires.	우리 질럿 종단은 신수의 날 이후 사라진 신들의 행방을 쫒고 있습니다.{nl}우리는 여신께서 원하시는 방향이라면 어떠한 일이던 감당할 수 있는 성직자가 되는 것이 목표입니다.				질럿 마스터	
QUEST_20171128_006772	Trouver les déesses est crucial pour rétablir la paix dans notre monde. Nous n'hésiterons pas à{nl}sacrifier tout ce qu'il faudra afin de Les trouver. Voilà ce que nous sommes prêts à faire, quoi{nl}qu'il en coûte.	현재의 우리가 여신의 뜻을 따르기 위해선 그 무엇보다 여신을 다시 찾아 이 혼란을 수습하는 것이지요.{nl}우리는 여신을 되찾기 위해서는 어떠한 희생도 감내하며 수단과 방법을 가리지 않을 것입니다.				질럿 마스터	
